,prime,target,RT.200SOA,RT.1200SOA,obs.200SOA,obs.1200SOA,primecond,rel,t_length,t_freq,t_logfreq,t_orthoN,t_bgmean,t_POS,relation,FAS,LSA,BEAGLE_RPs,BEAGLE_PMI,p_freq,p_logfreq,p_length,p_orthoN,p_bgsum,p_bgmean,p_POS
5548,SQUARE,bomb,773.21875,692.2,32,30,4,0,4,53.65,3.44,4,803.67,NN|VB,,,,0.005642901,0,6,31.76,3.21,1,8581,1716.2,NN|VB|JJ
5549,SQUARE,box,610.5806452,623.4375,31,32,2,1,3,89.75,3.66,10,430,NN|VB,synonym,0.034,0.2,0.112851409,0.153218313,6,31.76,3.21,1,8581,1716.2,NN|VB|JJ
5550,SQUASH,reef,882.1153846,793.6071429,26,28,4,0,4,4,2.31,4,1953,NN,,,,0.072853393,0.177869107,6,4.37,2.35,0,3821,764.2,NN|VB
5551,SQUASH,tomato,698.7333333,713.7096774,30,31,2,1,6,5.9,2.48,0,1962,NN,category,0.032,0.21,0.281480401,7.834559597,6,4.37,2.35,0,3821,764.2,NN|VB
5556,SQUID,octopus,737.4516129,757.7096774,31,31,1,1,7,1.94,2,0,961.5,NN,category,0.276,0.56,0.125998784,41.83438551,2.76,2.15,5,1,1919,479.75,NN
5557,SQUID,stream,680.28125,725.5,32,30,3,0,6,8.04,2.61,2,2511,NN|VB,,,,0.04677586,0.026992375,2.76,2.15,5,1,1919,479.75,NN
5560,STABLE,concert,627.1612903,710.5454545,31,33,4,0,7,17.55,2.95,4,2879,NN,,,,0.055650813,0.068289637,6,13.2,2.83,2,11044,2208.8,JJ|NN
5561,STABLE,okay,670.1290323,651.1290323,31,31,2,1,4,2006.27,5.01,0,255.33,JJ|minor|NN|VB,synonym,0.027,0.01,0.053273121,0,6,13.2,2.83,2,11044,2208.8,JJ|NN
5562,STACK,pancakes,704,761.5666667,29,30,2,1,8,,,,,NN,fpa,0.052,0.3,0.047846743,3.366814432,5,6.1,2.49,11,7848,1962,NN|VB
5563,STACK,wait,625.3548387,641.75,31,32,4,0,4,830.25,4.63,10,1253.33,VB|NN,,,,0.112633836,0.081029065,5,6.1,2.49,11,7848,1962,NN|VB
5564,STADIUM,card,588.8965517,717.3214286,29,28,4,0,4,85.43,3.64,12,1798.67,NN,,,,0.129794523,0.107705778,7,6.12,2.5,0,9055,1509.17,NN
5565,STADIUM,concert,699.0645161,776.8333333,31,30,2,1,7,17.55,2.95,4,2879,NN,script,0.053,0.2,0.054618,0.475061379,7,6.12,2.5,0,9055,1509.17,NN
5566,STAG,doe,762.1428571,853.4583333,21,24,2,1,3,4.33,2.35,15,367,NN,category,0.02,0.27,0.00237643,0.135943078,4,1.59,1.91,9,6226,2075.33,NN
5567,STAG,id,953.0833333,984.8333333,12,12,4,0,2,3.31,2.23,6,861,NN,,,,0.029374602,0.081615295,4,1.59,1.91,9,6226,2075.33,NN
5568,STAIN,artist,672.28125,696.5483871,32,31,3,0,6,28.63,3.16,0,3013.8,NN,,,,0.047313208,0.043566565,6.2,2.5,5,5,13256,3314,NN|VB
5569,STAIN,spot,684.3870968,574.0967742,31,31,1,1,4,61.57,3.5,7,936.33,NN|VB,unclassified,0.188,0.16,0.118335866,0.120244752,6.2,2.5,5,5,13256,3314,NN|VB
5570,STAIR,grand,690.8709677,809.2666667,31,30,4,0,5,63.02,3.51,4,2275.75,JJ|NN,,,,0.077345877,0.123441654,5,1.35,1.85,2,7170,1792.5,NN
5571,STAIR,way,685.65625,652.6129032,32,31,2,1,3,1424.73,4.86,18,543.5,NN,fpa,0.082,0.22,0.044039572,0.069856805,5,1.35,1.85,2,7170,1792.5,NN
5572,STAIRS,climb,708.0322581,669.2258065,31,31,1,1,5,19.75,3,1,1160.75,VB|NN,bpa,0.225,0.32,0,3.805517637,23.76,3.08,6,1,8639,1727.8,NN
5573,STAIRS,wind,619.9354839,666.65625,31,32,3,0,4,59.37,3.48,12,3041.67,NN|VB,,,,0.035658002,0.021901288,23.76,3.08,6,1,8639,1727.8,NN
5578,STALK,bean,674.09375,701,32,30,2,1,4,6.84,2.54,14,2052,NN,bpa,0.071,0.25,0.22053593,0.63959928,5,1.69,1.94,5,8612,2153,VB|NN
5579,STALK,fight,732.5,620.516129,30,31,4,0,5,201.08,4.01,7,607.25,NN|VB,,,,0.051542175,0,5,1.69,1.94,5,8612,2153,VB|NN
5580,STALL,hold,680.9666667,665.6875,30,32,2,1,4,436.73,4.35,11,940.33,VB|NN,synonym,0.02,0.22,0.123790864,0.083529758,5,8.96,2.66,5,10123,2530.75,NN|VB
5581,STALL,satin,867.6086957,904.4230769,23,26,4,0,5,2.61,2.13,2,4147.25,NN,,,,0.106567079,0.014726622,5,8.96,2.66,5,10123,2530.75,NN|VB
5582,STAMP,below,691.137931,754.7419355,29,31,4,0,5,28.04,3.16,0,1186.75,minor|NN,,,,0.111405209,0.086370757,5,5.92,2.48,4,7265,1816.25,NN|VB
5583,STAMP,card,651.7,719.2758621,30,29,2,1,4,85.43,3.64,12,1798.67,NN,unclassified,0.014,0.06,0.062385511,0.358296034,5,5.92,2.48,4,7265,1816.25,NN|VB
5584,STAND,danger,597.4375,684.9090909,32,33,4,0,6,43.67,3.35,5,3061.8,NN,,,,0.030905367,0.020731257,5,226.2,4.06,2,10687,2671.75,VB|NN
5585,STAND,fall,559.483871,753.0606061,31,33,2,1,4,118.51,3.78,12,1703,NN|VB,antonym,0.054,0.26,0.269858714,0.101029122,5,226.2,4.06,2,10687,2671.75,VB|NN
5586,STANDARD,anger,612.483871,618.6060606,31,33,3,0,5,19.43,3,2,3693.75,NN|VB,,,,0.020424154,0.156926771,18.43,2.97,8,0,14814,2116.29,JJ|NN
5587,STANDARD,normal,674.1935484,633.4375,31,32,1,1,6,70.37,3.56,2,1776,JJ|RB,synonym,0.11,0.15,0.197928415,0.179873817,18.43,2.97,8,0,14814,2116.29,JJ|NN
5592,START,begin,686.1612903,666.46875,31,32,2,1,5,56.98,3.46,2,2191.25,VB|NN,synonym,0.06,0.58,0.654462608,0.128025639,5,340.1,4.24,4,9410,2352.5,VB|NN
5593,START,princess,706.1612903,725.6666667,31,33,4,0,8,39.59,3.31,1,2886.14,NN,,,,0.021903581,0,5,340.1,4.24,4,9410,2352.5,VB|NN
5594,STARVING,hungry,569.6774194,648,31,31,1,1,6,77.08,3.59,0,1489.4,JJ,synonym,0.721,0.52,0.147904664,2.465468272,16.96,2.94,8,3,20205,2886.43,VB
5595,STARVING,lend,770.44,841.8076923,25,26,3,0,4,11.67,2.78,12,2998,VB,,,,0.019427647,0.53114511,16.96,2.94,8,3,20205,2886.43,VB
5596,STATE,florida,672.3333333,704.1818182,30,33,1,1,7,18.39,2.97,0,1491.67,NN,supraordinate,0.248,0.31,0.025463013,0.565807915,107.84,3.74,5,7,14018,3504.5,NN|VB
5597,STATE,quiet,623.6875,712.8064516,32,31,3,0,5,117.22,3.78,2,896.25,JJ|VB|NN,,,,0.026148269,0.133704112,107.84,3.74,5,7,14018,3504.5,NN|VB
5598,STATION,bake,663.9642857,887.4137931,28,29,3,0,4,6.33,2.51,17,668.67,VB|JJ|NN,,,,0.007161193,0,79.08,3.61,7,0,21514,3585.67,NN|VB
5599,STATION,train,677.6129032,602.6551724,31,29,1,1,5,95.06,3.69,6,3153,NN|VB,bpa,0.319,0.64,0.176733633,0.747429469,79.08,3.61,7,0,21514,3585.67,NN|VB
5600,STATISTICS,business,909.5483871,721.96875,31,32,2,1,8,321,4.21,1,2702,NN,unclassified,0.013,0.15,0.135125206,0.188196261,10,3.27,2.23,0,27894,3099.33,NN
5601,STATISTICS,days,597.6875,645.375,32,32,4,0,4,305.73,4.19,8,397,NN,,,,0.205519565,0.090867188,10,3.27,2.23,0,27894,3099.33,NN
5602,STATUE,liberty,601.7931034,770.0322581,29,31,1,1,7,16.65,2.93,0,1977.83,NN,perceptual property,0.338,0.23,0.042030446,3.25450823,10.59,2.73,6,1,10765,2153,NN
5603,STATUE,sentence,727.2666667,720.2,30,30,3,0,8,20.53,3.02,0,2872.29,NN|VB,,,,0.00087045,0,10.59,2.73,6,1,10765,2153,NN
5604,STEAK,fiction,742.0666667,721.5517241,30,29,4,0,7,6.08,2.49,2,2687,NN,,,,0.096676072,0.051420368,5,16.24,2.92,5,10106,2526.5,NN
5605,STEAK,fries,655.1666667,713.15625,30,32,2,1,5,11.69,2.78,7,2248.5,NN|VB,script,0.021,0.51,0.134783257,24.72996081,5,16.24,2.92,5,10106,2526.5,NN
5606,STEAL,beg,737.2333333,748.2,30,30,2,1,3,50.98,3.42,13,646,VB,unclassified,0.017,0.36,0.132144275,0.420818102,5,53.33,3.43,4,12839,3209.75,VB|NN
5607,STEAL,island,581.7741935,653.5806452,31,31,4,0,6,39.57,3.31,1,2093.6,NN,,,,0.031799407,0.064792051,5,53.33,3.43,4,12839,3209.75,VB|NN
5608,STEAM,gas,592.0967742,647.7419355,31,31,2,1,3,67.78,3.54,8,1033,NN,supraordinate,0.021,0.26,0.106030937,0.896218762,5,13.45,2.84,3,10720,2680,NN|VB
5609,STEAM,lettuce,929.0714286,650.8709677,28,31,4,0,7,3.39,2.24,0,1376.17,NN,,,,0.128064255,0,5,13.45,2.84,3,10720,2680,NN|VB
5610,STEEL,metal,695.9333333,713.6666667,30,30,1,1,5,19.45,3,2,2009,NN,supraordinate,0.308,0.48,0.270015292,0.919679566,18.45,2.97,5,4,10564,2641,NN|VB
5611,STEEL,obstacle,886.9666667,793.7741935,30,31,3,0,8,2.59,2.12,0,1640.57,NN,,,,0,0.072622462,18.45,2.97,5,4,10564,2641,NN|VB
5612,STEEP,hill,694.6333333,751.0322581,30,31,1,1,4,37.55,3.28,14,1378.33,NN,perceptual property,0.446,0.55,0.397885598,1.601670059,2.45,2.1,5,6,9504,2376,JJ|NN|VB
5613,STEEP,jelly,584.5806452,728.3103448,31,29,3,0,5,7.12,2.56,6,1260.5,NN,,,,0.020238148,0.102112503,2.45,2.1,5,6,9504,2376,JJ|NN|VB
5614,STEEPLE,point,630.0645161,681.7241379,31,29,2,1,5,236.53,4.08,3,2834.5,NN|VB,perceptual property,0.021,0.07,0.025842391,0.102065403,7,0.41,1.34,1,13697,2282.83,NN
5615,STEEPLE,tie,717.7666667,774.6896552,30,29,4,0,3,44.43,3.36,12,3015,NN|VB|JJ,,,,0.066711585,0.038570566,7,0.41,1.34,1,13697,2282.83,NN
5616,STEER,drive,718.6451613,703.5,31,32,1,1,5,153.14,3.89,1,1511,NN|VB,synonym,0.182,0.46,0.208593497,0.700985623,5.98,2.49,5,5,14992,3748,VB|NN
5617,STEER,red,568.4333333,617.4,30,30,3,0,3,148.06,3.88,11,4513.5,JJ|NN,,,,0.045327445,0.139404822,5.98,2.49,5,5,14992,3748,VB|NN
5618,STENCH,slut,719.0740741,843.7241379,27,29,3,0,4,11.35,2.76,9,651,NN,,,,0.028311546,0.282304611,2.22,2.06,6,1,14691,2938.2,NN
5619,STENCH,smell,614.0967742,612.9090909,31,33,1,1,5,83.14,3.63,5,1404.5,NN|VB,synonym,0.562,0.15,0.048792773,9.29377901,2.22,2.06,6,1,14691,2938.2,NN
5620,STEP,motion,704.6451613,852.7241379,31,29,3,0,6,18.96,2.99,3,2752,NN|VB,,,,0.032387023,0.886595423,118.67,3.78,4,4,8634,2878,NN|VB
5621,STEP,stair,617.9,748.4137931,30,29,1,1,5,1.35,1.85,2,1792.5,NN,category,0.37,0.24,0.247636907,1.177531622,118.67,3.78,4,4,8634,2878,NN|VB
5622,STEPS,guilt,698.3333333,760.28125,30,32,3,0,5,14.9,2.88,4,654,NN,,,,0,0,24.69,3.1,5,3,8940,2235,NN|VB
5623,STEPS,stairs,602.1212121,658.9354839,33,31,1,1,6,23.76,3.08,1,1727.8,NN,category,0.526,0.47,0,1.0270121,24.69,3.1,5,3,8940,2235,NN|VB
5626,STEW,salt,706.4666667,753.4827586,30,29,4,0,4,19.51,3,5,1390.33,NN|VB,,,,0.02053206,0.084217441,4,6.43,2.52,6,8269,2756.33,NN|VB
5627,STEW,soup,641.25,705.3870968,32,31,2,1,4,25.2,3.11,4,954,NN|VB,category,0.243,0.61,0.204301763,86.82967491,4,6.43,2.52,6,8269,2756.33,NN|VB
5630,STICK,stone,768.8888889,630.7931034,27,29,2,1,5,40.63,3.32,8,2953,NN|VB,fpa,0.078,0.27,0.23305893,0.386760485,5,97.12,3.69,6,11576,2894,NN|VB
5631,STICKER,clean,660.34375,717.125,32,32,4,0,5,121.24,3.79,3,2323.25,JJ|VB|RB,,,,0.06990885,0.047524686,7,2.78,2.16,3,18636,3106,NN
5632,STICKER,glue,735.3125,670.5625,32,32,2,1,4,5.88,2.48,6,473.33,NN|VB,unclassified,0.069,0.07,0.044808128,0.479308837,7,2.78,2.16,3,18636,3106,NN
5633,STILL,quiet,591.28125,736.40625,32,32,2,1,5,117.22,3.78,2,896.25,JJ|VB|NN,synonym,0.108,0.6,0.417623752,0.117637638,5,788.73,4.6,6,11391,2847.75,RB|JJ|NN|VB
5634,STILL,similar,827.2580645,822.1612903,31,31,4,0,7,13.63,2.84,0,1728.67,JJ,,,,0.060734955,0.130928495,5,788.73,4.6,6,11391,2847.75,RB|JJ|NN|VB
5635,STIMULUS,monk,810.7241379,880,29,25,4,0,4,7.37,2.58,5,1952,NN,,,,0.085759908,0.076814838,8,0.51,1.43,0,12668,1809.71,NN
5636,STIMULUS,reaction,617.7096774,787.4193548,31,31,2,1,8,16.27,2.92,0,2978.71,NN,unclassified,0.06,0.13,0.112091332,1.301174994,8,0.51,1.43,0,12668,1809.71,NN
5637,STING,exit,709.5,605.8709677,30,31,4,0,4,15.57,2.9,2,975.33,NN|VB,,,,0.067232218,0.085063945,5,7.02,2.56,6,19156,4789,NN|VB
5638,STING,police,663.1290323,596.84375,31,32,2,1,6,236.16,4.08,2,1809,NN|VB,bpa,0.089,0.08,0.021519247,0.876076157,5,7.02,2.56,6,19156,4789,NN|VB
5639,STIR,ignore,669.9310345,732.6875,29,32,4,0,6,18.65,2.98,0,1834.4,VB,,,,0.076480754,0.267777203,4,5.9,2.48,1,9151,3050.33,VB|NN
5640,STIR,spoon,626.9333333,694.7,30,30,2,1,5,7.61,2.59,4,1859,NN|VB,functional property,0.039,0.39,0.075295323,5.021367852,4,5.9,2.48,1,9151,3050.33,VB|NN
5641,STITCH,lesson,662.2,732.8709677,30,31,4,0,6,32.24,3.22,2,2972.8,NN,,,,0.017277571,0.024109431,6,7.47,2.58,2,12275,2455,NN|VB
5642,STITCH,wound,662.09375,823,32,32,2,1,5,26.53,3.13,8,1407.75,VB,action,0.034,0.28,0.034448767,0.382531822,6,7.47,2.58,2,12275,2455,NN|VB
5643,STOCK,lawsuit,679.2258065,740.2258065,31,31,3,0,7,6.1,2.49,0,971.67,NN,,,,0,0.080829891,25.49,3.11,5,6,6522,1630.5,NN|VB
5644,STOCK,market,650.6875,711.2903226,32,31,1,1,6,36.24,3.27,2,1433.4,NN|VB,fpa,0.154,0.41,0.231801944,1.556410115,25.49,3.11,5,6,6522,1630.5,NN|VB
5645,STOCKING,hose,720,859.6153846,30,26,2,1,4,8.06,2.61,11,1356.67,NN,synonym,0.139,0.19,0.038306681,0.315675664,8,2.63,2.13,4,17762,2537.43,VB|NN
5646,STOCKING,writer,691.3,830.4482759,30,29,4,0,6,23.53,3.08,2,3145.4,NN,,,,0.090603701,0.013537599,8,2.63,2.13,4,17762,2537.43,VB|NN
5647,STOLEN,film,698.483871,655.3333333,31,33,4,0,4,65.25,3.52,3,779,NN|VB,,,,0.035048295,0.038201099,6,34.31,3.24,0,13461,2692.2,VB|JJ
5648,STOLEN,property,704.3333333,720.9032258,33,31,2,1,8,33.29,3.23,1,1966.86,NN,fpa,0.026,0.28,0.069624518,0.240779628,6,34.31,3.24,0,13461,2692.2,VB|JJ
5649,STOMACH,ache,657.6551724,860.8333333,29,30,1,1,4,2.49,2.11,3,1576.667,VB|NN,fpa,0.284,0.19,0.138703313,16.32725658,33.82,3.24,7,0,10809,1801.5,NN|VB
5650,STOMACH,protection,774.4482759,827.1290323,29,31,3,0,10,23.47,3.08,1,2568.78,NN,,,,0.10760183,0.098752817,33.82,3.24,7,0,10809,1801.5,NN|VB
5651,STONED,drunk,634.516129,701.78125,31,32,2,1,5,76.55,3.59,3,800.5,JJ,category,0.068,0.29,0.107690796,0.085542796,6,4.98,2.41,4,16297,3259.4,VB|JJ
5652,STONED,sauce,759.6451613,733.0666667,31,30,4,0,5,15.59,2.9,2,820,NN,,,,0.084177539,0.094474082,6,4.98,2.41,4,16297,3259.4,VB|JJ
5653,STOOL,republican,775.5806452,899.8928571,31,28,4,0,10,4.04,2.32,0,1943.89,NN|JJ,,,,0.015059039,0.212296196,5,3.51,2.26,3,7155,1788.75,NN
5654,STOOL,sit,671.0666667,634.4516129,30,31,2,1,3,311.35,4.2,16,1937.5,VB,functional property,0.116,0.53,0.049173343,2.637758667,5,3.51,2.26,3,7155,1788.75,NN
5655,STOPPER,hate,659.09375,625.25,32,32,4,0,4,214.59,4.04,16,3240.33,VB|NN,,,,0.025717442,0.105708988,7,0.51,1.43,2,14013,2335.5,NN|VB
5656,STOPPER,lid,708.5555556,737.137931,27,29,2,1,3,4.92,2.4,12,1797,NN,unclassified,0.027,0.25,0.100196892,9.698098203,7,0.51,1.43,2,14013,2335.5,NN|VB
5657,STORAGE,emotion,611.5483871,767.8965517,31,29,4,0,7,8.29,2.63,0,2461.83,NN,,,,0.045523996,0.031311547,7,8.86,2.66,0,12790,2131.67,NN
5658,STORAGE,keep,698.40625,602.2580645,32,31,2,1,4,702.86,4.55,9,814,VB|NN,unclassified,0.038,0.1,0.098969737,0.164817965,7,8.86,2.66,0,12790,2131.67,NN
5659,STORE,groceries,799.7142857,844.2666667,28,30,2,1,9,5.9,2.48,0,2493.75,NN,script,0.126,0.59,0.169656563,12.00173263,5,81.92,3.62,13,12227,3056.75,NN|VB
5660,STORE,pool,585.3125,684.3870968,32,31,4,0,4,46.98,3.38,9,1099.67,NN|VB,,,,0.0566164,0.085364938,5,81.92,3.62,13,12227,3056.75,NN|VB
5661,STORM,ashtray,943.8095238,940.6956522,21,23,4,0,7,3.25,2.22,0,1384,NN,,,,0.029991209,0.025494493,5,30.86,3.2,3,8268,2067,NN|VB
5662,STORM,lightning,628.6774194,691.2903226,31,31,2,1,9,14.14,2.86,0,2096.63,NN,script,0.061,0.69,0.147168368,1.370159346,5,30.86,3.2,3,8268,2067,NN|VB
5663,STOVE,kitchen,611.6129032,704.1333333,31,30,2,1,7,58.31,3.47,0,1654,NN,script,0.018,0.75,0.007368655,6.747324273,5,7.59,2.59,7,7373,1843.25,NN
5664,STOVE,shape,679.5483871,703.15625,31,32,4,0,5,30.24,3.19,6,1244,NN|VB,,,,0.009960413,0.077759067,5,7.59,2.59,7,7373,1843.25,NN
5665,STRAIGHT,africa,696.6666667,656.9655172,30,29,4,0,6,18.76,2.98,0,1515.8,NN,,,,0.010512466,0,8,122.43,3.8,0,10911,1558.71,JJ|NN
5666,STRAIGHT,narrow,643.3448276,621.0666667,29,30,2,1,6,7.02,2.56,4,1559.8,JJ|VB,fpa,0.108,0.37,0.134572733,0.472634118,8,122.43,3.8,0,10911,1558.71,JJ|NN
5667,STRAIN,back,613.84375,648.46875,32,32,2,1,4,2009.16,5.01,17,1061,RB|JJ|NN|VB,unclassified,0.026,0.22,0.174351987,0.079309367,6,7.08,2.56,2,16177,3235.4,NN|VB
5668,STRAIN,cup,669.9032258,671.8064516,31,31,4,0,3,51.65,3.42,8,531,NN|VB,,,,0.215249221,0.130036688,6,7.08,2.56,2,16177,3235.4,NN|VB
5669,STRAND,string,656.3870968,690.125,31,32,2,1,6,12.67,2.81,3,3788.2,NN|VB,synonym,0.041,0.08,0.182574846,0.286790134,6,1.84,1.98,0,13608,2721.6,NN|VB
5670,STRAND,unfair,723.3793103,659.0333333,29,30,4,0,6,9.84,2.7,0,869.2,JJ|NN,,,,0.031301198,0.03879976,6,1.84,1.98,0,13608,2721.6,NN|VB
5671,STRATEGY,plan,631.75,630.0625,32,32,1,1,4,145.73,3.87,4,2093,NN|VB,synonym,0.397,0.29,0.229069954,0.458469905,9.45,2.68,8,0,17508,2501.14,NN
5672,STRATEGY,separate,730.5,750.9354839,32,31,3,0,8,21.71,3.04,0,2636.29,JJ,,,,0.057368097,0.079794555,9.45,2.68,8,0,17508,2501.14,NN
5673,STREAM,keep,635.9655172,647.21875,29,32,3,0,4,702.86,4.55,9,814,VB|NN,,,,0.011646936,1.506416834,8.04,2.61,6,2,12555,2511,NN|VB
5674,STREAM,river,632.9666667,803.3548387,30,31,1,1,5,55.47,3.45,7,2952.5,NN,category,0.321,0.38,0.484230437,1.255103021,8.04,2.61,6,2,12555,2511,NN|VB
5675,STREET,health,716.875,600,32,31,3,0,6,40.27,3.31,2,1664.4,NN,,,,0.287443929,0.132810706,148.18,3.88,6,0,12019,2403.8,NN
5676,STREET,road,700.2121212,708.8,33,30,1,1,4,111.94,3.76,6,1204.67,NN,category,0.314,0.21,0.704629791,2.57632494,148.18,3.88,6,0,12019,2403.8,NN
5677,STRESS,anxiety,775.1290323,816.1,31,30,1,1,7,6.76,2.54,0,1158.17,NN,synonym,0.079,0.57,0.270074695,4.434581215,15.61,2.9,6,0,15855,3171,NN|VB
5678,STRESS,vegetables,737.0666667,784.03125,30,32,3,0,10,6.63,2.53,0,1875.33,NN,,,,0.189159801,0.242355786,15.61,2.9,6,0,15855,3171,NN|VB
5679,STRETCH,exercise,705.2903226,821.3333333,31,30,1,1,8,17.73,2.96,1,1866,NN|VB,supraordinate,0.097,0.48,0.210399472,0.4359709,14.67,2.87,7,0,12905,2150.83,NN|VB
5680,STRIKE,nothing,672.75,636.90625,32,32,4,0,7,853.61,4.64,0,2487.83,NN,,,,0.174081447,0.046676767,6,45.57,3.37,5,9115,1823,VB|NN
5681,STRIKE,picket,911.4444444,815.0357143,18,28,2,1,6,2.22,2.06,6,1261.4,NN|VB,synonym,0.023,0.18,0.044997261,2.164760915,6,45.57,3.37,5,9115,1823,VB|NN
5682,STRING,sing,690.4333333,685.9655172,30,29,4,0,4,97.59,3.7,12,4170.67,VB,,,,0.03231214,0,6,12.67,2.81,3,18941,3788.2,NN|VB
5683,STRING,tie,629.8064516,703.5714286,31,28,2,1,3,44.43,3.36,12,3015,NN|VB|JJ,functional property,0.039,0.43,0.275522633,0.294642044,6,12.67,2.81,3,18941,3788.2,NN|VB
5684,STRIP,course,730.9666667,698.40625,30,32,3,0,6,487.22,4.4,1,1800.4,NN|VB,,,,0.074030212,0.102297552,15.69,2.9,5,1,8653,2163.25,NN|VB
5685,STRIP,naked,667.1612903,740.6451613,31,31,1,1,5,39.25,3.3,6,1785.25,JJ,fpa,0.128,0.19,0.050494524,1.190423413,15.69,2.9,5,1,8653,2163.25,NN|VB
5686,STRIPES,chemistry,802.3225806,791.59375,31,32,4,0,9,8.67,2.65,0,1786.88,NN,,,,0.103575374,0.181494711,7,6.31,2.51,4,14805,2467.5,NN
5687,STRIPES,shirt,652.2258065,602.0645161,31,31,2,1,5,46.37,3.37,5,1048.25,NN,perceptual property,0.027,0.34,0.300779503,4.811349438,7,6.31,2.51,4,14805,2467.5,NN
5688,STRIVE,achieve,686.0666667,705.7586207,30,29,2,1,7,7.33,2.57,0,1283.5,VB,unclassified,0.139,0.54,0.07638588,0.963911508,6,1.31,1.83,5,10901,2180.2,VB
5689,STRIVE,reel,1031.5625,775.85,16,20,4,0,4,3.25,2.22,8,2382,NN|VB,,,,0.026447072,0.363992194,6,1.31,1.83,5,10901,2180.2,VB
5690,STROKE,feel,669.0333333,599.0666667,30,30,2,1,4,627.24,4.5,9,1058.33,VB|NN,unclassified,0.026,0.03,0.150611835,0.065232907,6,13.08,2.82,3,8523,1704.6,NN|VB
5691,STROKE,forgive,576.6333333,683.84375,30,32,4,0,7,76.8,3.59,1,1167,VB,,,,0.057999206,0.053219849,6,13.08,2.82,3,8523,1704.6,NN|VB
5692,STRONG,arm,657.3793103,691.7878788,29,33,2,1,3,65.41,3.52,5,1774,NN|VB,functional property,0.047,0.2,0.150267344,0.122824233,6,86.86,3.65,3,15921,3184.2,JJ|RB|NN
5693,STRONG,narrow,771.3333333,784.1034483,30,29,4,0,6,7.02,2.56,4,1559.8,JJ|VB,,,,0.016104887,0,6,86.86,3.65,3,15921,3184.2,JJ|RB|NN
5696,STUCK,mud,711.3448276,650.5666667,29,30,2,1,3,14.82,2.88,6,356.5,NN,perceptual property,0.064,0.32,0.1611466,0.832243053,5,66.65,3.53,5,5690,1422.5,VB
5697,STUCK,swallow,708.9666667,630.34375,30,32,4,0,7,12.73,2.81,1,1282.67,VB|NN,,,,0.039124996,0.088050354,5,66.65,3.53,5,5690,1422.5,VB
5698,STUDENT,jeans,658.6129032,707.9354839,31,31,3,0,5,6.61,2.53,4,1825.25,NN,,,,0.029277304,0.013030376,43.04,3.34,7,0,14096,2349.33,NN
5699,STUDENT,teacher,558.125,702.34375,32,32,1,1,7,55.73,3.45,1,2850.33,NN,antonym,0.226,0.74,0.571876141,1.057922958,43.04,3.34,7,0,14096,2349.33,NN
5700,STUDY,catholic,779.46875,762.0967742,32,31,4,0,8,12.47,2.8,0,2119.86,NN|JJ,,,,0.117538121,0.070489458,5,49.04,3.4,1,4811,1202.75,NN|VB
5701,STUDY,work,576.8387097,551.1724138,31,29,2,1,4,798.02,4.61,9,1120.67,NN|VB,unclassified,0.094,0.26,0.307821105,0.141062937,5,49.04,3.4,1,4811,1202.75,NN|VB
5702,STUFF,relax,658.5,781.5666667,32,30,4,0,5,96.78,3.69,1,2097.25,VB|NN,,,,0.019704487,1.122713734,5,306.92,4.19,4,4832,1208,NN|VB
5703,STUFF,trash,629.8125,713,32,30,2,1,5,22.47,3.06,3,1886.25,NN|VB,unclassified,0.02,0.15,0.112442917,0.218487064,5,306.92,4.19,4,4832,1208,NN|VB
5704,STUMBLE,let,666.75,714.0645161,32,31,4,0,3,2419.24,5.09,16,2385,VB|NN,,,,0.079125801,0.07452131,7,1.96,2,1,9960,1660,VB
5705,STUMBLE,trip,646.2121212,638.6551724,33,29,2,1,4,82.39,3.62,6,1696,NN|VB,synonym,0.189,0.15,0.387336125,0.841385931,7,1.96,2,1,9960,1660,VB
5706,STUMP,billy,844,701.6190476,21,21,4,0,5,69.12,3.55,8,1302.25,NN,,,,0.06477888,0.062471269,5,2.45,2.1,3,5812,1453,NN|VB
5707,STUMP,puzzle,571.90625,629.75,32,32,2,1,6,7.33,2.57,3,791.4,NN|VB,synonym,0.014,0.11,0.025426969,0.108760648,5,2.45,2.1,3,5812,1453,NN|VB
5708,STY,knight,762.3,763.3125,30,32,4,0,6,26.76,3.14,0,650.4,NN|VB,,,,0.043883693,0.031664366,3,0.37,1.3,6,4267,2133.5,NN
5709,STY,sly,736.4666667,736.9333333,30,30,2,1,3,2.67,2.14,8,987,JJ|RB,unclassified,0.021,0.02,0,15.361927,3,0.37,1.3,6,4267,2133.5,NN
5710,STYLE,family,646.0322581,584.6451613,31,31,4,0,6,354.25,4.26,0,1144.2,NN,,,,0.083515744,0.127353105,5,30.08,3.19,2,7777,1944.25,NN
5711,STYLE,personality,630.8709677,826.5862069,31,29,2,1,11,15.9,2.91,0,2480,NN,unclassified,0.051,0.19,0.151541372,0.12805492,5,30.08,3.19,2,7777,1944.25,NN
5712,SUB,needle,661.0967742,716.2068966,31,29,3,0,6,11.92,2.78,0,2271.6,NN|VB,,,,0.091136854,0.106371631,7.65,2.59,3,12,1237,618.5,NN|minor
5713,SUB,sandwich,555.3225806,670.65625,31,32,1,1,8,21.92,3.05,0,1474.14,NN|VB,fpa,0.377,0.02,0.005607447,3.544757885,7.65,2.59,3,12,1237,618.5,NN|minor
