"prime","target","RT.200SOA","RT.1200SOA","obs.200SOA","obs.1200SOA","primecond","rel","t_length","t_freq","t_logfreq","t_orthoN","t_bgmean","t_POS","relation","FAS","LSA","BEAGLE_RPs","BEAGLE_PMI","p_freq","p_logfreq","p_length","p_orthoN","p_bgsum","p_bgmean","p_POS"
"VALENTINE","love",628.8125,537.967741935484,32,31,2,1,4,1114.98,4.75,12,1303.67,"NN|VB","unclassified",0.218,0.35,0.093651032,0.596944513,9,15.06,2.89,0,27738,3467.25,"NN"
"VALOR","bravery",702.2,750.266666666667,30,30,1,1,7,2.88,2.17,1,2127.5,"NN","synonym",0.158,0.08,0,11.30504497,1.25,1.81,5,1,7764,1941,"NN"
"VALOR","penny",626.064516129032,662.354838709677,31,31,3,0,5,24.29,3.09,2,1500.25,"NN",NA,NA,NA,0.017652174,0.072447476,1.25,1.81,5,1,7764,1941,"NN"
"VALUABLE","expensive",755.40625,752.866666666667,32,30,1,1,9,27.94,3.15,2,1573.63,"JJ","synonym",0.182,0.3,0.335847403,0.298868056,15.59,2.9,8,0,10161,1451.57,"JJ"
"VALUABLE","table",582.96875,696.833333333333,32,30,3,0,5,105.63,3.73,4,1869.75,"NN|VB",NA,NA,NA,0.015970808,0,15.59,2.9,8,0,10161,1451.57,"JJ"
"VALUE","bargain",793.538461538462,756.933333333333,26,30,2,1,7,12,2.79,0,2079.33,"NN|VB","unclassified",0.014,0.18,0.083508696,0.121735459,5,21.51,3.04,2,4525,1131.25,"NN|VB"
"VALUE","hidden",739.09375,631.1875,32,32,4,0,6,21.27,3.04,1,1711,"VB|JJ",NA,NA,NA,0.058376362,0.05832269,5,21.51,3.04,2,4525,1131.25,"NN|VB"
"VALVE","car",620.633333333333,607.96875,30,32,1,1,3,483.06,4.39,15,2384,"NN","script",0.14,-0.01,0.119056137,0.33697098,4.84,2.39,5,4,5549,1387.25,"NN"
"VALVE","hotel",607.1875,644.193548387097,32,31,3,0,5,103.22,3.72,1,2057,"NN",NA,NA,NA,0.059014847,0.072406382,4.84,2.39,5,4,5549,1387.25,"NN"
"VAMPIRE","court",656.935483870968,614.096774193548,31,31,4,0,5,100.73,3.71,1,1626.25,"NN|VB",NA,NA,NA,0.082550578,0.039094023,7,17.53,2.95,0,8472,1412,"NN"
"VAMPIRE","teeth",608.933333333333,711.258064516129,30,31,2,1,5,47.84,3.39,1,1985.5,"NN","perceptual property",0.095,0.26,0.02199497,0.320395418,7,17.53,2.95,0,8472,1412,"NN"
"VAN","bend",646.366666666667,681.5,30,30,4,0,4,15.06,2.89,12,2145.33,"NN|VB",NA,NA,NA,0.013834266,0.038170811,3,51.78,3.42,9,3960,1980,"NN"
"VAN","drive",677.21875,640.870967741935,32,31,2,1,5,153.14,3.89,1,1511,"NN|VB","functional property",0.034,0.14,0.123217793,0.120611374,3,51.78,3.42,9,3960,1980,"NN"
"VANILLA","check",583.483870967742,708.848484848485,31,33,4,0,5,278.98,4.15,4,1377.5,"VB|NN",NA,NA,NA,0,0,7,3.98,2.31,0,10546,1757.67,"NN"
"VANILLA","fudge",626.709677419355,720.206896551724,31,29,2,1,5,3.63,2.27,3,528.75,"VB|NN","supraordinate",0.035,0.16,0.08654296,107.4283587,7,3.98,2.31,0,10546,1757.67,"NN"
"VANISH","appear",664.40625,670.28125,32,32,2,1,6,23.37,3.08,1,1564.4,"VB","antonym",0.026,0.23,0.217898897,0.193498457,6,3.2,2.21,2,9532,1906.4,"VB"
"VANISH","play",714,609.161290322581,32,31,4,0,4,354.53,4.26,6,1073,"VB|NN",NA,NA,NA,0.066686309,0.064198326,6,3.2,2.21,2,9532,1906.4,"VB"
"VARIETY","empire",723.448275862069,655.333333333333,29,30,3,0,6,12.67,2.81,2,1612.2,"NN",NA,NA,NA,0.023474758,0.076400901,5.76,2.47,7,0,9625,1604.17,"NN"
"VARIETY","many",746.875,642.884615384615,32,26,1,1,4,359.43,4.26,3,1773,"JJ|NN|minor","synonym",0.135,0.53,0.209713427,0.128123907,5.76,2.47,7,0,9625,1604.17,"NN"
"VASELINE","lion",592.258064516129,664.84375,31,32,4,0,4,15.35,2.89,4,3287.33,"NN",NA,NA,NA,0.02484212,0.017288163,8,0.8,1.62,1,17612,2516,"NN"
"VASELINE","slippery",730.1,733.84375,30,32,2,1,8,4.41,2.35,1,1809.86,"JJ","perceptual property",0.039,0.05,0.006492959,6.308232875,8,0.8,1.62,1,17612,2516,"NN"
"VAST","easy",637.65625,649.838709677419,32,31,3,0,4,265.71,4.13,2,1164.67,"JJ",NA,NA,NA,0.07834257,0.055395678,6.1,2.49,4,10,5494,1831.33,"JJ"
"VAST","large",735.645161290323,608.612903225806,31,31,1,1,5,41.45,3.33,2,1625.25,"JJ|RB|NN","perceptual property",0.207,0.42,0.464387601,0.147698573,6.1,2.49,4,10,5494,1831.33,"JJ"
"VAULT","group",594.612903225806,793.41935483871,31,31,4,0,5,73.76,3.58,1,1242.75,"NN|VB",NA,NA,NA,0.001071,0,5,12.04,2.79,1,2351,587.75,"NN|VB"
"VAULT","lock",618.806451612903,648.096774193548,31,31,2,1,4,56.57,3.46,15,1020,"NN|VB","script",0.036,0.31,0.174254296,0.565529021,5,12.04,2.79,1,2351,587.75,"NN|VB"
"VEAL","die",691.433333333333,707.766666666667,30,30,4,0,3,261.14,4.12,12,1565,"VB|NN",NA,NA,NA,0.045905025,0.046931276,4,3.55,2.26,11,6790,2263.33,"NN"
"VEAL","steak",669.272727272727,680.125,33,32,2,1,5,16.24,2.92,5,2526.5,"NN","category",0.022,0.52,0.02599914,22.1789844,4,3.55,2.26,11,6790,2263.33,"NN"
"VEER","better",671.193548387097,744.967741935484,31,31,4,0,6,794,4.61,7,2688.2,"JJ|RB|NN|VB",NA,NA,NA,0.062031014,0.035672254,4,1.08,1.75,6,8943,2981,"VB"
"VEER","right",659.806451612903,598.733333333333,31,30,2,1,5,4008.39,5.31,7,1125.75,"NN|JJ|RB|VB","fpa",0.04,0.17,0.069467545,0.212821415,4,1.08,1.75,6,8943,2981,"VB"
"VEGETABLE","coat",689.037037037037,695.793103448276,27,29,4,0,4,42.08,3.33,8,2358,"NN|VB",NA,NA,NA,0.028353654,0,9,5.71,2.47,0,12389,1548.63,"NN"
"VEGETABLE","food",606.9375,560.838709677419,32,31,2,1,4,154.43,3.9,9,683.67,"NN","supraordinate",0.068,0.29,0.149117196,2.248195041,9,5.71,2.47,0,12389,1548.63,"NN"
"VEGETABLES","broccoli",830.142857142857,731.566666666667,28,30,2,1,8,2.27,2.07,0,1442.14,"NN","supraordinate",0.036,0.68,0.02946464,24.28578306,10,6.63,2.53,0,16878,1875.33,"NN"
"VEGETABLES","country",708.096774193548,715.066666666667,31,30,4,0,7,161.84,3.92,0,1890.67,"NN",NA,NA,NA,0.008111024,1.551018585,10,6.63,2.53,0,16878,1875.33,"NN"
"VEHICLE","exercise",737.466666666667,780.393939393939,30,33,4,0,8,17.73,2.96,1,1866,"NN|VB",NA,NA,NA,0.157393271,0.074284889,7,22.61,3.06,1,9417,1569.5,"NN"
"VEHICLE","speed",548.666666666667,638.258064516129,33,31,2,1,5,41.25,3.32,2,1961.75,"NN|VB","unclassified",0.02,0.25,0.077263558,0.599412754,7,22.61,3.06,1,9417,1569.5,"NN"
"VENT","anger",571.766666666667,628,30,31,2,1,5,19.43,3,2,3693.75,"NN|VB","unclassified",0.041,0.04,0.0619371,2.306957124,4,4.41,2.35,12,8745,2915,"NN|VB"
"VENT","loser",622.6875,718.733333333333,32,30,4,0,5,27.08,3.14,6,2626.75,"NN",NA,NA,NA,0.09700199,0.073085128,4,4.41,2.35,12,8745,2915,"NN|VB"
"VENUS","cure",673.935483870968,674.53125,31,32,3,0,4,20.84,3.03,11,2184.33,"NN|VB",NA,NA,NA,0.021624108,0,4.88,2.4,5,4,7466,1866.5,"NN"
"VENUS","planet",634.612903225806,666.09375,31,32,1,1,6,38.73,3.3,3,1981.6,"NN","supraordinate",0.377,0.9,0.248330766,3.137389395,4.88,2.4,5,4,7466,1866.5,"NN"
"VERSE","song",566.121212121212,601.6,33,30,1,1,4,93.69,3.68,9,3102.33,"NN","supraordinate",0.231,0.48,0.193833336,0.674001488,4.67,2.38,5,3,11573,2893.25,"NN"
"VERSE","thumb",696.848484848485,756.03125,33,32,3,0,5,11.82,2.78,1,668.25,"NN|VB",NA,NA,NA,0.041095425,0.087054846,4.67,2.38,5,3,11573,2893.25,"NN"
"VESSEL","fudge",714.741935483871,658.066666666667,31,30,4,0,5,3.63,2.27,3,528.75,"VB|NN",NA,NA,NA,0.175217329,0.015697749,6,9.35,2.68,0,11736,2347.2,"NN"
"VESSEL","submarine",725.379310344828,794.870967741935,29,31,2,1,9,7.1,2.56,0,2242.88,"NN","supraordinate",0.042,0.51,0.019665782,1.987817638,6,9.35,2.68,0,11736,2347.2,"NN"
"VEST","hands",619.15625,619.225806451613,32,31,3,0,5,236.53,4.08,5,1701.25,"NN|VB",NA,NA,NA,0.037191537,0.210593262,5.57,2.45,4,11,9965,3321.67,"NN"
"VEST","jacket",599.8125,632.25,32,32,1,1,6,33.41,3.23,2,956,"NN","category",0.3,0.5,0.176229028,3.122035389,5.57,2.45,4,11,9965,3321.67,"NN"
"VETERAN","old",572.064516129032,653.535714285714,31,28,2,1,3,608.94,4.49,1,813.5,"JJ|NN","perceptual property",0.095,0.21,0.09083912,0.126710865,7,3.75,2.28,0,20415,3402.5,"NN|JJ"
"VETERAN","plastic",591.566666666667,700.322580645161,30,31,4,0,7,18.76,2.98,1,2480.33,"NN|JJ",NA,NA,NA,0.172126848,0.096726755,7,3.75,2.28,0,20415,3402.5,"NN|JJ"
"VICE","bleach",868.888888888889,827.833333333333,27,30,4,0,6,2.31,2.08,1,1878.4,"NN|VB",NA,NA,NA,0.035826021,0.026679995,4,18.63,2.98,8,4701,1567,"NN"
"VICE","president",613.3125,778.903225806452,32,31,2,1,9,140.67,3.86,0,2794.25,"NN","fpa",0.101,0.83,0.075316953,5.417967969,4,18.63,2.98,8,4701,1567,"NN"
"VICTIM","dependable",739.58064516129,814.586206896552,31,29,4,0,10,1.67,1.93,0,1850.22,"JJ",NA,NA,NA,0.027824803,0.078554152,6,47.73,3.39,0,9871,1974.2,"NN"
"VICTIM","murderer",572.3,741.1875,30,32,2,1,8,26.57,3.13,1,3115,"NN","antonym",0.03,0.43,0.042970873,1.955429198,6,47.73,3.39,0,9871,1974.2,"NN"
"VICTOR","crazy",656.15625,672.774193548387,32,31,4,0,5,272.27,4.14,1,1009.25,"JJ",NA,NA,NA,0.037177858,0,6,17.82,2.96,1,8328,1665.6,"NN"
"VICTOR","loser",591.78125,771.15625,32,32,2,1,5,27.08,3.14,6,2626.75,"NN","antonym",0.068,0.14,0.011880673,1.116562944,6,17.82,2.96,1,8328,1665.6,"NN"
"VICTORY","blanket",652.5,679.0625,30,32,4,0,7,12.98,2.82,0,1536.67,"NN",NA,NA,NA,0.0327081,0.938438438,7,21.45,3.04,0,8962,1493.67,"NN"
"VICTORY","winner",610.064516129032,725.666666666667,31,33,2,1,6,31.22,3.2,5,3233.2,"NN","unclassified",0.041,0.28,0.023401469,0.441432971,7,21.45,3.04,0,8962,1493.67,"NN"
"VIKING","ceremony",671.90625,776.428571428571,32,28,4,0,8,15.82,2.91,0,2724.71,"NN",NA,NA,NA,0.159673535,0.091447356,6,2.76,2.15,2,12107,2421.4,"NN"
"VIKING","princess",662.84375,763.69696969697,32,33,2,1,8,39.59,3.31,1,2886.14,"NN","unclassified",0.026,0.05,0.099671944,0.130748728,6,2.76,2.15,2,12107,2421.4,"NN"
"VILLAGE","roof",672,677.161290322581,32,31,3,0,4,35.65,3.26,7,1089.67,"NN",NA,NA,NA,0.100389902,0,33.57,3.23,7,1,7840,1306.67,"NN"
"VILLAGE","town",589.9375,631.272727272727,32,33,1,1,4,247.92,4.1,4,739,"NN","synonym",0.293,0.37,0.738133088,1.018993789,33.57,3.23,7,1,7840,1306.67,"NN"
"VILLAIN","bad",603.5,636.533333333333,30,30,1,1,3,545.18,4.44,19,914,"JJ|NN|RB","script",0.321,0.14,0.116476048,0.289831406,4.16,2.33,7,0,13659,2276.5,"NN"
"VILLAIN","sympathy",747.612903225806,770.838709677419,31,31,3,0,8,8.35,2.63,0,1156.86,"NN",NA,NA,NA,0.035660801,0.065558391,4.16,2.33,7,0,13659,2276.5,"NN"
"VINE","parts",614.333333333333,683.5,33,30,4,0,5,29.43,3.18,8,1518,"NN|VB",NA,NA,NA,0.099249911,0.060678889,4,2.1,2.03,12,9947,3315.67,"NN"
"VINE","wine",601.393939393939,719.666666666667,33,30,2,1,4,60.35,3.49,19,3212.67,"NN","unclassified",0.114,0.06,0.049591484,3.707334077,4,2.1,2.03,12,9947,3315.67,"NN"
"VIOLA","cut",618.931034482759,654.71875,29,32,3,0,3,229.76,4.07,13,799.5,"VB|NN",NA,NA,NA,0.031035129,0.272075528,2.96,2.18,5,1,6602,1650.5,"NN"
"VIOLA","violin",814.645161290323,743.645161290323,31,31,1,1,6,4.75,2.39,0,2845.2,"NN","category",0.333,0.42,0.229711459,89.53506998,2.96,2.18,5,1,6602,1650.5,"NN"
"VIOLENCE","grasp",794.961538461538,744.034482758621,26,29,3,0,5,4.57,2.37,1,1534.75,"VB|NN",NA,NA,NA,0.094962635,0.045534855,23,3.07,8,0,14845,2120.71,"NN"
"VIOLENCE","gun",557.90625,761.033333333333,32,30,1,1,3,213.2,4.04,13,1116.5,"NN|VB","functional property",0.105,0.21,0.091575139,0.414223663,23,3.07,8,0,14845,2120.71,"NN"
"VIOLENT","elevator",712.741935483871,706,31,31,4,0,8,24.41,3.1,0,2056.86,"NN",NA,NA,NA,0.033229642,0.002908329,7,16.67,2.93,0,14833,2472.17,"JJ"
"VIOLENT","purple",812.225806451613,671.34375,31,32,2,1,6,12.33,2.8,0,1242.2,"JJ|NN","unclassified",0.024,0.08,0.04475138,0.084655135,7,16.67,2.93,0,14833,2472.17,"JJ"
"VIOLET","purple",596.375,608.066666666667,32,30,1,1,6,12.33,2.8,0,1242.2,"JJ|NN","synonym",0.403,0.45,0.384722099,3.866523429,8.04,2.61,6,0,9353,1870.6,"NN"
"VIOLET","toothpaste",710.451612903226,746.903225806452,31,31,3,0,10,3.14,2.21,0,1671.33,"NN",NA,NA,NA,0.035460328,0.142064655,8.04,2.61,6,0,9353,1870.6,"NN"
"VIOLIN","bow",713.75,713.21875,32,32,2,1,3,20.27,3.01,18,725,"NN","instrument",0.026,0.22,0.035903105,1.837027695,6,4.75,2.39,0,14226,2845.2,"NN"
"VIOLIN","hurt",698.322580645161,693.774193548387,31,31,4,0,4,246.35,4.1,5,882.33,"VB",NA,NA,NA,0.143755599,0.112857742,6,4.75,2.39,0,14226,2845.2,"NN"
"VIRGIN","live",625.633333333333,627.5625,30,32,4,0,4,344.59,4.24,11,1840.67,"VB",NA,NA,NA,0.019311653,0.059281089,6,18.84,2.98,1,9365,1873,"JJ|NN"
"VIRGIN","slut",791.58064516129,747.483870967742,31,31,2,1,4,11.35,2.76,9,651,"NN","antonym",0.026,0.11,0.004541703,1.196713525,6,18.84,2.98,1,9365,1873,"JJ|NN"
"VIRTUE","active",752.516129032258,658.677419354839,31,31,4,0,6,11.45,2.77,0,2030.8,"JJ",NA,NA,NA,0,0,6,5.16,2.42,0,3731,746.2,"NN"
"VIRTUE","patience",770.875,765.766666666667,32,30,2,1,8,15.37,2.89,0,2593.57,"NN","bpa",0.108,0.29,0.131383375,3.933726706,6,5.16,2.42,0,3731,746.2,"NN"
"VISION","see",606.424242424242,639.838709677419,33,31,2,1,3,2556.73,5.12,14,1450.5,"VB","unclassified",0.141,0.34,0.124996361,0.154810072,6,23.88,3.09,0,12348,2469.6,"NN"
"VISION","walkway",631.766666666667,751.030303030303,30,33,4,0,7,NA,NA,NA,NA,NA,NA,NA,NA,0.089768977,0.066314849,6,23.88,3.09,0,12348,2469.6,"NN"
"VISIT","fix",635.774193548387,698.677419354839,31,31,4,0,3,86.78,3.65,9,423.5,"VB|NN",NA,NA,NA,0.10163184,0.019579743,5,58.69,3.48,0,7411,1852.75,"NN|VB"
"VISIT","hello",642.666666666667,618.181818181818,30,33,2,1,5,585.43,4.48,2,1642.25,"minor|NN","unclassified",0.027,0.34,0.133156496,0.03341665,5,58.69,3.48,0,7411,1852.75,"NN|VB"
"VISITOR","hospital",682,623.516129032258,30,31,2,1,8,124.2,3.8,0,1543.86,"NN","unclassified",0.041,0.18,0.143971761,0.084491304,7,8.75,2.65,0,11531,1921.83,"NN"
"VISITOR","plan",578.09375,677.266666666667,32,30,4,0,4,145.73,3.87,4,2093,"NN|VB",NA,NA,NA,0.030612695,0.339086501,7,8.75,2.65,0,11531,1921.83,"NN"
"VIVID","begin",737.677419354839,662.677419354839,31,31,3,0,5,56.98,3.46,2,2191.25,"VB|NN",NA,NA,NA,0.031212031,0,2.04,2.02,5,1,3263,815.75,"JJ"
"VIVID","clear",574.903225806452,618.40625,31,32,1,1,5,171.82,3.94,2,2193.75,"JJ|VB|RB","synonym",0.23,0.44,0.217165919,0.172040744,2.04,2.02,5,1,3263,815.75,"JJ"
"VOCABULARY","large",701.225806451613,651.032258064516,31,31,2,1,5,41.45,3.33,2,1625.25,"JJ|RB|NN","bpa",0.02,0.09,0.092684041,0.129093261,10,2.33,2.08,0,10895,1210.56,"NN"
"VOCABULARY","laugh",596.484848484848,653,33,31,4,0,5,62.86,3.51,0,819.75,"NN|VB",NA,NA,NA,0.037119107,0.076031799,10,2.33,2.08,0,10895,1210.56,"NN"
"VODKA","forward",570.193548387097,673.03125,31,32,4,0,7,72.33,3.57,0,1278.83,"RB|JJ|VB|NN",NA,NA,NA,0.009948192,0,5,10.1,2.71,0,918,229.5,"NN"
"VODKA","tonic",714.2,755.076923076923,30,26,2,1,5,3.82,2.29,5,2445.5,"NN","fpa",0.034,0.36,0.141118452,11.40922139,5,10.1,2.71,0,918,229.5,"NN"
"VOLCANO","base",681.9375,774.65625,32,32,3,0,4,35.37,3.26,14,1420,"NN|VB",NA,NA,NA,0.051603906,0.11671962,3.33,2.23,7,0,7730,1288.33,"NN"
"VOLCANO","erupt",644.962962962963,645.642857142857,27,28,1,1,5,0.39,1.32,0,1898.5,"VB","functional property",0.525,0.73,0.145962892,22.84393914,3.33,2.23,7,0,7730,1288.33,"NN"
"VOMIT","city",682.96875,651.133333333333,32,30,3,0,4,169.1,3.94,2,1288.33,"NN",NA,NA,NA,0.050060651,0.074770461,5.33,2.44,5,0,5032,1258,"VB|NN"
"VOMIT","puke",593.4,733.379310344828,30,29,1,1,4,6.25,2.51,7,439.33,"NN|VB","synonym",0.224,0.04,0.027743548,23.67551629,5.33,2.44,5,0,5032,1258,"VB|NN"
"VOTE","elect",648,609.03125,32,32,1,1,5,1.41,1.86,2,1897.75,"VB|NN|JJ","synonym",0.167,0.72,0.215636476,0.844448093,34.33,3.24,4,3,5566,1855.33,"NN|VB"
"VOTE","trouble",660.033333333333,661.266666666667,30,30,3,0,7,223.55,4.06,0,1746.5,"NN|VB",NA,NA,NA,0.060416407,0.036775471,34.33,3.24,4,3,5566,1855.33,"NN|VB"
"VULNERABLE","sit",705.1,830.035714285714,30,28,3,0,3,311.35,4.2,16,1937.5,"VB",NA,NA,NA,0.133979787,0.060731416,8.57,2.64,10,0,18258,2028.67,"JJ"
"VULNERABLE","weak",624.645161290323,654.033333333333,31,30,1,1,4,31.51,3.21,6,876.67,"JJ|NN","synonym",0.077,0.24,0.205718328,0.751340824,8.57,2.64,10,0,18258,2028.67,"JJ"
"WAG","tail",685.3125,733.666666666667,32,30,1,1,4,23.9,3.09,13,1409.33,"NN|VB","functional property",0.68,0.62,0.040613642,10.05176966,0.51,1.43,3,16,1448,724,"NN|VB"
"WAG","welcome",681.25,696.59375,32,32,3,0,7,179.22,3.96,0,1288.33,"JJ|VB|NN",NA,NA,NA,0.04489551,0.022954278,0.51,1.43,3,16,1448,724,"NN|VB"
"WAGE","minimum",831,877.241379310345,30,29,2,1,7,8.14,2.62,0,1942.83,"NN|JJ","bpa",0.057,0.55,0.108629838,12.83653616,4,3.12,2.2,10,2659,886.33,"NN|VB"
"WAGE","stain",692.6,710.896551724138,30,29,4,0,5,6.2,2.5,5,3314,"NN|VB",NA,NA,NA,0.049184928,0.073350754,4,3.12,2.2,10,2659,886.33,"NN|VB"
"WAGON","five",563.193548387097,625.6,31,30,4,0,4,285.45,4.16,9,1191.33,"minor|NN",NA,NA,NA,0.062331633,0.094868079,5,17.76,2.96,0,6415,1603.75,"NN"
"WAGON","toy",598.344827586207,751.862068965517,29,29,2,1,3,16.84,2.93,14,752.5,"NN|VB","supraordinate",0.02,0.13,0.122483495,0.266136676,5,17.76,2.96,0,6415,1603.75,"NN"
"WAIST","hip",643.566666666667,743.566666666667,30,30,1,1,3,15.41,2.9,14,806,"NN","category",0.202,0.51,0.103959573,5.246422044,5.14,2.42,5,1,7907,1976.75,"NN"
"WAIST","hound",720.357142857143,713.92,28,25,3,0,5,5.04,2.41,7,1621.75,"NN|VB",NA,NA,NA,0.06401143,0.011865627,5.14,2.42,5,1,7907,1976.75,"NN"
"WAIT","long",611.625,591.354838709677,32,31,3,0,4,675.16,4.54,7,3331.33,"JJ|RB|NN|VB",NA,NA,NA,0.058494274,0.192605063,830.25,4.63,4,10,3760,1253.33,"VB|NN"
"WAIT","patience",662.548387096774,685.09375,31,32,1,1,8,15.37,2.89,0,2593.57,"NN","unclassified",0.156,0.32,0.040403896,0.968912131,830.25,4.63,4,10,3760,1253.33,"VB|NN"
"WAKE","eyes",623.133333333333,613.903225806452,30,31,2,1,4,221.55,4.05,2,1635.67,"NN|VB","unclassified",0.02,0.41,0.130593182,0.223008905,4,105.22,3.73,15,1893,631,"NN|VB"
"WAKE","study",581.451612903226,635.290322580645,31,31,4,0,5,49.04,3.4,1,1202.75,"NN|VB",NA,NA,NA,0.085919462,0.069789818,4,105.22,3.73,15,1893,631,"NN|VB"
"WALKWAY","hear",702.322580645161,714.677419354839,31,31,4,0,4,555.35,4.45,17,2176.33,"VB|NN",NA,NA,NA,0.002235273,0.105766625,NA,NA,NA,NA,NA,NA,NA
"WALKWAY","path",652.121212121212,671.28125,33,32,2,1,4,24.55,3.1,7,2200.67,"NN","synonym",0.081,0.18,0.032894231,1.501017321,NA,NA,NA,NA,NA,NA,NA
"WALL","furniture",714.41935483871,833.193548387097,31,31,4,0,9,15.08,2.89,0,1570.75,"NN",NA,NA,NA,0.03663081,0.014368076,4,70.69,3.56,13,5345,1781.67,"NN|VB"
"WALL","picture",617.5625,719.133333333333,32,30,2,1,7,138.45,3.85,0,1814.5,"NN|VB","unclassified",0.058,0.13,0.106608387,0.18923679,4,70.69,3.56,13,5345,1781.67,"NN|VB"
"WALLET","conference",760.933333333333,902.310344827586,30,29,3,0,10,25.41,3.11,0,2837.33,"NN",NA,NA,NA,0,0,22.8,3.07,6,4,10115,2023,"NN"
"WALLET","money",573.21875,588.935483870968,32,31,1,1,5,640.76,4.51,3,2020.25,"NN","instrument",0.63,0.44,0.100252626,1.510313588,22.8,3.07,6,4,10115,2023,"NN"
"WALNUT","crack",715.3125,702.65625,32,32,2,1,5,32.84,3.22,6,1578,"NN|VB","action",0.048,0.11,0.048835564,0.339379761,6,1.96,2,0,4990,998,"NN"
"WALNUT","who",630.838709677419,817.28125,31,32,4,0,3,2222.94,5.05,2,713,"minor",NA,NA,NA,0,0.058211447,6,1.96,2,0,4990,998,"NN"
"WAR","peace",576.5,706.709677419355,30,31,1,1,5,69.61,3.55,3,1643.5,"NN","antonym",0.286,0.76,0.174864261,0.475293923,174.75,3.95,3,14,3629,1814.5,"NN|VB"
"WAR","subject",552.483870967742,739.133333333333,31,30,3,0,7,36.96,3.28,0,642.17,"NN|JJ",NA,NA,NA,0.098657513,0.049710604,174.75,3.95,3,14,3629,1814.5,"NN|VB"
"WAREHOUSE","scientist",887.344827586207,776.3,29,30,3,0,9,12.18,2.79,0,2631.38,"NN",NA,NA,NA,0.114063906,0.060707975,9.98,2.71,9,0,14672,1834,"NN"
"WAREHOUSE","storage",628.266666666667,690.58064516129,30,31,1,1,7,8.86,2.66,0,2131.67,"NN",NA,0.421,0.17,0.101760854,2.277420527,9.98,2.71,9,0,14672,1834,"NN"
"WARMTH","heat",632.875,616.193548387097,32,31,1,1,4,40.08,3.31,11,2581.67,"NN|VB","synonym",0.221,0.32,0.282580391,1.056416057,4.45,2.36,6,0,5540,1108,"NN"
"WARMTH","ketchup",672.142857142857,656.161290322581,28,31,3,0,7,6.08,2.49,0,783.83,"NN",NA,NA,NA,0.026628647,0,4.45,2.36,6,0,5540,1108,"NN"
"WARNING","cop",586.068965517241,773.387096774194,29,31,4,0,3,86.14,3.64,17,1612,"NN",NA,NA,NA,0.08327563,0.263079427,7,31.96,3.21,5,16434,2739,"NN|VB"
"WARNING","stop",602.875,565.096774193548,32,31,2,1,4,707.27,4.56,5,1894,"VB|NN","unclassified",0.048,0.43,0.270253276,0.240999772,7,31.96,3.21,5,16434,2739,"NN|VB"
"WARRIOR","fighter",620.5,702.064516129032,32,31,1,1,7,12.78,2.81,2,2164.33,"NN","synonym",0.221,0.35,0.154768277,0.955607816,10.12,2.71,7,0,12343,2057.17,"NN"
"WARRIOR","slow",596.433333333333,640.066666666667,30,30,3,0,4,76.02,3.59,13,861.67,"JJ|VB|NN",NA,NA,NA,0,0.188998519,10.12,2.71,7,0,12343,2057.17,"NN"
"WART","mistake",791.5,739.866666666667,30,30,3,0,7,101.96,3.72,0,1800.33,"NN|VB",NA,NA,NA,0.021888541,0,1.24,1.81,4,19,4632,1544,"NN"
"WART","ugly",654.677419354839,733.206896551724,31,29,1,1,4,42.16,3.33,0,765,"JJ","perceptual property",0.174,0.17,0.024828315,3.025042436,1.24,1.81,4,19,4632,1544,"NN"
"WARY","adventure",760.933333333333,643.258064516129,30,31,3,0,9,13.43,2.84,0,2061.5,"NN",NA,NA,NA,0.060062274,0.019534165,0.75,1.59,4,13,4263,1421,"JJ|NN"
"WARY","tired",641.6,708.0625,30,32,1,1,5,112.65,3.76,8,3653.25,"VB|JJ","synonym",0.182,0.17,0.133758795,0,0.75,1.59,4,13,4263,1421,"JJ|NN"
"WASHCLOTH","anxiety",782.068965517241,750.212121212121,29,33,3,0,7,6.76,2.54,0,1158.17,"NN",NA,NA,NA,0.069084893,0.120650185,0.37,1.3,9,0,7700,962.5,"NN"
"WASHCLOTH","towel",648.3125,690.166666666667,32,30,1,1,5,14.16,2.86,5,1067.5,"NN|VB","category",0.301,0.12,0.018757134,225.9036145,0.37,1.3,9,0,7700,962.5,"NN"
"WASP","bee",561.28125,619.103448275862,32,29,2,1,3,10.35,2.72,11,864,"NN","category",0.304,0.57,0.194695635,17.38045008,4,1.43,1.87,5,2945,981.67,"NN"
"WASP","watch",621,654.451612903226,31,31,4,0,5,330.02,4.23,7,1650.25,"VB|NN",NA,NA,NA,0.074937859,0.040290305,4,1.43,1.87,5,2945,981.67,"NN"
"WASTE","basket",645.612903225806,689,31,31,2,1,6,13.18,2.83,4,941.4,"NN","fpa",0.095,0.04,0.069405544,0.503288533,5,53.25,3.43,5,10076,2519,"NN|VB|JJ"
"WASTE","emergency",680.966666666667,733.121212121212,30,33,4,0,9,54.43,3.44,1,1977.63,"NN",NA,NA,NA,0.114925578,0.094649548,5,53.25,3.43,5,10076,2519,"NN|VB|JJ"
"WASTED","actor",626.483870967742,599.8,31,30,4,0,5,26.33,3.13,0,1680.75,"NN",NA,NA,NA,0.057614532,0.089864754,6,16.75,2.93,7,14561,2912.2,"VB"
